nombre,codigo,hexadecimal,rgb,libro,cartilla,linea,marca,base,cuarto1,cuarto2,cuarto3,cuarto4,galon1,galon2,galon3,galon4,cubeta1,cubeta2,cubeta3,cubeta4
FASCINATION,272A,c0325f,,SOLID,MAGIC-BOOK,436X,PALETA,ACCENT,TINTE: R   0 Y 43 PTS,TINTE: V   2 Y 38 PTS,TINTE: KX   0 Y 51 PTS,,TINTE: R   2 Y 44 PTS,TINTE: V   10 Y 22 PTS,TINTE: KX   3 Y 10 PTS,,TINTE: R   13 Y 28 PTS,TINTE: V   51 Y 46 PTS,TINTE: KX   15 Y 50 PTS,
FASCINATION,272A,c0325f,,SOLID,MAGIC-BOOK,437X,PALETA,ACCENT,TINTE: R   0 Y 50 PTS,TINTE: V   2 Y 61 PTS,TINTE: KX   0 Y 58 PTS,,TINTE: R   3 Y 6 PTS,TINTE: V   11 Y 50 PTS,TINTE: KX   3 Y 40 PTS,,TINTE: R   15 Y 30 PTS,TINTE: V   58 Y 58 PTS,TINTE: KX   18 Y 8 PTS,
FASCINATION,272A,c0325f,,SOLID,MAGIC-BOOK,457X,PALETA,ACCENT,TINTE: R   0 Y 32 PTS,TINTE: V   1 Y 59 PTS,TINTE: KX   0 Y 38 PTS,,TINTE: R   2 Y 0 PTS,TINTE: V   7 Y 42 PTS,TINTE: KX   2 Y 22 PTS,,TINTE: R   10 Y 0 PTS,TINTE: V   38 Y 18 PTS,TINTE: KX   11 Y 46 PTS,
PARADISE BIRD,273A,844c86,,SOLID,MAGIC-BOOK,355X,PALETA,ACCENT,TINTE: E   0 Y 17 PTS,TINTE: V   2 Y 25 PTS,TINTE: KX   1 Y 6 PTS,,TINTE: E   1 Y 4 PTS,TINTE: V   9 Y 36 PTS,TINTE: KX   4 Y 24 PTS,,TINTE: E   5 Y 20 PTS,TINTE: V   47 Y 52 PTS,TINTE: KX   21 Y 56 PTS,
PARADISE BIRD,273A,844c86,,SOLID,MAGIC-BOOK,356X,PALETA,ACCENT,TINTE: E   0 Y 17 PTS,TINTE: V   2 Y 22 PTS,TINTE: KX   1 Y 5 PTS,,TINTE: E   1 Y 2 PTS,TINTE: V   9 Y 22 PTS,TINTE: KX   4 Y 18 PTS,,TINTE: E   5 Y 10 PTS,TINTE: V   46 Y 46 PTS,TINTE: KX   21 Y 26 PTS,
PARADISE BIRD,273A,844c86,,SOLID,MAGIC-BOOK,357X,PALETA,ACCENT,TINTE: E   0 Y 14 PTS,TINTE: V   1 Y 59 PTS,TINTE: KX   0 Y 56 PTS,,TINTE: E   0 Y 54 PTS,TINTE: V   7 Y 42 PTS,TINTE: KX   3 Y 32 PTS,,TINTE: E   4 Y 14 PTS,TINTE: V   38 Y 18 PTS,TINTE: KX   17 Y 32 PTS,
PARADISE BIRD,273A,844c86,,SOLID,MAGIC-BOOK,435X,PALETA,ACCENT,TINTE: E   0 Y 18 PTS,TINTE: V   2 Y 32 PTS,TINTE: KX   1 Y 9 PTS,,TINTE: E   1 Y 6 PTS,TINTE: V   9 Y 62 PTS,TINTE: KX   4 Y 36 PTS,,TINTE: E   5 Y 30 PTS,TINTE: V   49 Y 54 PTS,TINTE: KX   22 Y 52 PTS,
PARADISE BIRD,273A,844c86,,SOLID,MAGIC-BOOK,436X,PALETA,ACCENT,TINTE: E   0 Y 18 PTS,TINTE: V   2 Y 38 PTS,TINTE: KX   1 Y 12 PTS,,TINTE: E   1 Y 8 PTS,TINTE: V   10 Y 22 PTS,TINTE: KX   4 Y 46 PTS,,TINTE: E   5 Y 40 PTS,TINTE: V   51 Y 46 PTS,TINTE: KX   23 Y 38 PTS,
PARADISE BIRD,273A,844c86,,SOLID,MAGIC-BOOK,437X,PALETA,ACCENT,TINTE: E   0 Y 21 PTS,TINTE: V   2 Y 61 PTS,TINTE: KX   1 Y 22 PTS,,TINTE: E   1 Y 20 PTS,TINTE: V   11 Y 50 PTS,TINTE: KX   5 Y 24 PTS,,TINTE: E   6 Y 36 PTS,TINTE: V   58 Y 58 PTS,TINTE: KX   26 Y 56 PTS,
PARADISE BIRD,273A,844c86,,SOLID,MAGIC-BOOK,457X,PALETA,ACCENT,TINTE: E   0 Y 14 PTS,TINTE: V   1 Y 59 PTS,TINTE: KX   0 Y 56 PTS,,TINTE: E   0 Y 54 PTS,TINTE: V   7 Y 42 PTS,TINTE: KX   3 Y 32 PTS,,TINTE: E   4 Y 14 PTS,TINTE: V   38 Y 18 PTS,TINTE: KX   17 Y 32 PTS,
PURPLE TRYST,274A,5e5c8e,,SOLID,MAGIC-BOOK,355X,PALETA,ACCENT,TINTE: E   0 Y 50 PTS,TINTE: V   1 Y 39 PTS,TINTE: KX   1 Y 23 PTS,,TINTE: E   3 Y 8 PTS,TINTE: V   6 Y 28 PTS,TINTE: KX   5 Y 28 PTS,,TINTE: E   15 Y 40 PTS,TINTE: V   32 Y 12 PTS,TINTE: KX   27 Y 12 PTS,
PURPLE TRYST,274A,5e5c8e,,SOLID,MAGIC-BOOK,356X,PALETA,ACCENT,TINTE: E   0 Y 49 PTS,TINTE: V   1 Y 37 PTS,TINTE: KX   1 Y 21 PTS,,TINTE: E   3 Y 4 PTS,TINTE: V   6 Y 18 PTS,TINTE: KX   5 Y 20 PTS,,TINTE: E   15 Y 20 PTS,TINTE: V   31 Y 26 PTS,TINTE: KX   26 Y 36 PTS,
PURPLE TRYST,274A,5e5c8e,,SOLID,MAGIC-BOOK,357X,PALETA,ACCENT,TINTE: E   0 Y 40 PTS,TINTE: V   1 Y 19 PTS,TINTE: KX   1 Y 6 PTS,,TINTE: E   2 Y 32 PTS,TINTE: V   5 Y 10 PTS,TINTE: KX   4 Y 22 PTS,,TINTE: E   12 Y 32 PTS,TINTE: V   25 Y 50 PTS,TINTE: KX   21 Y 46 PTS,
PURPLE TRYST,274A,5e5c8e,,SOLID,MAGIC-BOOK,435X,PALETA,ACCENT,TINTE: E   0 Y 52 PTS,TINTE: V   1 Y 44 PTS,TINTE: KX   1 Y 26 PTS,,TINTE: E   3 Y 16 PTS,TINTE: V   6 Y 46 PTS,TINTE: KX   5 Y 40 PTS,,TINTE: E   16 Y 16 PTS,TINTE: V   33 Y 38 PTS,TINTE: KX   28 Y 8 PTS,
PURPLE TRYST,274A,5e5c8e,,SOLID,MAGIC-BOOK,436X,PALETA,ACCENT,TINTE: E   0 Y 54 PTS,TINTE: V   1 Y 48 PTS,TINTE: KX   1 Y 30 PTS,,TINTE: E   3 Y 24 PTS,TINTE: V   6 Y 62 PTS,TINTE: KX   5 Y 54 PTS,,TINTE: E   16 Y 56 PTS,TINTE: V   34 Y 54 PTS,TINTE: KX   29 Y 14 PTS,
PURPLE TRYST,274A,5e5c8e,,SOLID,MAGIC-BOOK,437X,PALETA,ACCENT,TINTE: E   0 Y 62 PTS,TINTE: V   1 Y 63 PTS,TINTE: KX   1 Y 43 PTS,,TINTE: E   3 Y 54 PTS,TINTE: V   7 Y 60 PTS,TINTE: KX   6 Y 44 PTS,,TINTE: E   19 Y 14 PTS,TINTE: V   39 Y 44 PTS,TINTE: KX   33 Y 28 PTS,
PURPLE TRYST,274A,5e5c8e,,SOLID,MAGIC-BOOK,457X,PALETA,ACCENT,TINTE: E   0 Y 40 PTS,TINTE: V   1 Y 19 PTS,TINTE: KX   1 Y 6 PTS,,TINTE: E   2 Y 32 PTS,TINTE: V   5 Y 10 PTS,TINTE: KX   4 Y 22 PTS,,TINTE: E   12 Y 32 PTS,TINTE: V   25 Y 50 PTS,TINTE: KX   21 Y 46 PTS,
LIBERTY BLUE,281A,0067a2,,SOLID,MAGIC-BOOK,355X,PALETA,ACCENT,TINTE: E   2 Y 22 PTS,TINTE: V   0 Y 10 PTS,TINTE: KX   0 Y 50 PTS,,TINTE: E   9 Y 24 PTS,TINTE: V   0 Y 40 PTS,TINTE: KX   3 Y 8 PTS,,TINTE: E   46 Y 56 PTS,TINTE: V   3 Y 8 PTS,TINTE: KX   15 Y 40 PTS,
LIBERTY BLUE,281A,0067a2,,SOLID,MAGIC-BOOK,356X,PALETA,ACCENT,TINTE: E   2 Y 19 PTS,TINTE: V   0 Y 10 PTS,TINTE: KX   0 Y 49 PTS,,TINTE: E   9 Y 10 PTS,TINTE: V   0 Y 40 PTS,TINTE: KX   3 Y 4 PTS,,TINTE: E   45 Y 50 PTS,TINTE: V   3 Y 8 PTS,TINTE: KX   15 Y 20 PTS,
LIBERTY BLUE,281A,0067a2,,SOLID,MAGIC-BOOK,357X,PALETA,ACCENT,TINTE: E   1 Y 56 PTS,TINTE: V   0 Y 8 PTS,TINTE: KX   0 Y 40 PTS,,TINTE: E   7 Y 32 PTS,TINTE: V   0 Y 32 PTS,TINTE: KX   2 Y 32 PTS,,TINTE: E   37 Y 32 PTS,TINTE: V   2 Y 32 PTS,TINTE: KX   12 Y 32 PTS,
LIBERTY BLUE,281A,0067a2,,SOLID,MAGIC-BOOK,435X,PALETA,ACCENT,TINTE: E   2 Y 28 PTS,TINTE: V   0 Y 11 PTS,TINTE: KX   0 Y 52 PTS,,TINTE: E   9 Y 48 PTS,TINTE: V   0 Y 42 PTS,TINTE: KX   3 Y 16 PTS,,TINTE: E   48 Y 48 PTS,TINTE: V   3 Y 18 PTS,TINTE: KX   16 Y 16 PTS,
LIBERTY BLUE,281A,0067a2,,SOLID,MAGIC-BOOK,436X,PALETA,ACCENT,TINTE: E   2 Y 34 PTS,TINTE: V   0 Y 11 PTS,TINTE: KX   0 Y 54 PTS,,TINTE: E   10 Y 8 PTS,TINTE: V   0 Y 44 PTS,TINTE: KX   3 Y 24 PTS,,TINTE: E   50 Y 40 PTS,TINTE: V   3 Y 28 PTS,TINTE: KX   16 Y 56 PTS,
LIBERTY BLUE,281A,0067a2,,SOLID,MAGIC-BOOK,437X,PALETA,ACCENT,TINTE: E   2 Y 57 PTS,TINTE: V   0 Y 13 PTS,TINTE: KX   0 Y 62 PTS,,TINTE: E   11 Y 36 PTS,TINTE: V   0 Y 50 PTS,TINTE: KX   3 Y 54 PTS,,TINTE: E   57 Y 52 PTS,TINTE: V   3 Y 58 PTS,TINTE: KX   19 Y 14 PTS,
LIBERTY BLUE,281A,0067a2,,SOLID,MAGIC-BOOK,457X,PALETA,ACCENT,TINTE: E   1 Y 56 PTS,TINTE: V   0 Y 8 PTS,TINTE: KX   0 Y 40 PTS,,TINTE: E   7 Y 32 PTS,TINTE: V   0 Y 32 PTS,TINTE: KX   2 Y 32 PTS,,TINTE: E   37 Y 32 PTS,TINTE: V   2 Y 32 PTS,TINTE: KX   12 Y 32 PTS,
PATRIOT BLUE,282A,1b6098,,SOLID,MAGIC-BOOK,355X,PALETA,ACCENT,TINTE: E   2 Y 2 PTS,TINTE: V   0 Y 30 PTS,TINTE: KX   0 Y 50 PTS,,TINTE: E   8 Y 8 PTS,TINTE: V   1 Y 56 PTS,TINTE: KX   3 Y 8 PTS,,TINTE: E   40 Y 40 PTS,TINTE: V   9 Y 24 PTS,TINTE: KX   15 Y 40 PTS,
PATRIOT BLUE,282A,1b6098,,SOLID,MAGIC-BOOK,356X,PALETA,ACCENT,TINTE: E   1 Y 63 PTS,TINTE: V   0 Y 30 PTS,TINTE: KX   0 Y 49 PTS,,TINTE: E   7 Y 60 PTS,TINTE: V   1 Y 54 PTS,TINTE: KX   3 Y 4 PTS,,TINTE: E   39 Y 44 PTS,TINTE: V   9 Y 14 PTS,TINTE: KX   15 Y 20 PTS,
PATRIOT BLUE,282A,1b6098,,SOLID,MAGIC-BOOK,357X,PALETA,ACCENT,TINTE: E   1 Y 40 PTS,TINTE: V   0 Y 24 PTS,TINTE: KX   0 Y 40 PTS,,TINTE: E   6 Y 32 PTS,TINTE: V   1 Y 32 PTS,TINTE: KX   2 Y 32 PTS,,TINTE: E   32 Y 32 PTS,TINTE: V   7 Y 32 PTS,TINTE: KX   12 Y 32 PTS,
PATRIOT BLUE,282A,1b6098,,SOLID,MAGIC-BOOK,435X,PALETA,ACCENT,TINTE: E   2 Y 7 PTS,TINTE: V   0 Y 31 PTS,TINTE: KX   0 Y 52 PTS,,TINTE: E   8 Y 28 PTS,TINTE: V   1 Y 60 PTS,TINTE: KX   3 Y 16 PTS,,TINTE: E   42 Y 12 PTS,TINTE: V   9 Y 44 PTS,TINTE: KX   16 Y 16 PTS,
PATRIOT BLUE,282A,1b6098,,SOLID,MAGIC-BOOK,436X,PALETA,ACCENT,TINTE: E   2 Y 13 PTS,TINTE: V   0 Y 33 PTS,TINTE: KX   0 Y 54 PTS,,TINTE: E   8 Y 50 PTS,TINTE: V   2 Y 2 PTS,TINTE: KX   3 Y 24 PTS,,TINTE: E   43 Y 58 PTS,TINTE: V   10 Y 10 PTS,TINTE: KX   16 Y 56 PTS,
PATRIOT BLUE,282A,1b6098,,SOLID,MAGIC-BOOK,437X,PALETA,ACCENT,TINTE: E   2 Y 32 PTS,TINTE: V   0 Y 37 PTS,TINTE: KX   0 Y 62 PTS,,TINTE: E   10 Y 0 PTS,TINTE: V   2 Y 20 PTS,TINTE: KX   3 Y 54 PTS,,TINTE: E   50 Y 0 PTS,TINTE: V   11 Y 36 PTS,TINTE: KX   19 Y 14 PTS,
PATRIOT BLUE,282A,1b6098,,SOLID,MAGIC-BOOK,457X,PALETA,ACCENT,TINTE: E   1 Y 40 PTS,TINTE: V   0 Y 24 PTS,TINTE: KX   0 Y 40 PTS,,TINTE: E   6 Y 32 PTS,TINTE: V   1 Y 32 PTS,TINTE: KX   2 Y 32 PTS,,TINTE: E   32 Y 32 PTS,TINTE: V   7 Y 32 PTS,TINTE: KX   12 Y 32 PTS,
BLUE RIBBON,283A,32629b,,SOLID,MAGIC-BOOK,355X,PALETA,ACCENT,TINTE: E   1 Y 46 PTS,TINTE: V   0 Y 50 PTS,TINTE: KX   1 Y 16 PTS,,TINTE: E   6 Y 56 PTS,TINTE: V   3 Y 8 PTS,TINTE: KX   5 Y 0 PTS,,TINTE: E   34 Y 24 PTS,TINTE: V   15 Y 40 PTS,TINTE: KX   25 Y 0 PTS,
BLUE RIBBON,283A,32629b,,SOLID,MAGIC-BOOK,356X,PALETA,ACCENT,TINTE: E   1 Y 44 PTS,TINTE: V   0 Y 49 PTS,TINTE: KX   1 Y 14 PTS,,TINTE: E   6 Y 46 PTS,TINTE: V   3 Y 4 PTS,TINTE: KX   4 Y 56 PTS,,TINTE: E   33 Y 38 PTS,TINTE: V   15 Y 20 PTS,TINTE: KX   24 Y 24 PTS,
BLUE RIBBON,283A,32629b,,SOLID,MAGIC-BOOK,357X,PALETA,ACCENT,TINTE: E   1 Y 24 PTS,TINTE: V   0 Y 40 PTS,TINTE: KX   1 Y 0 PTS,,TINTE: E   5 Y 32 PTS,TINTE: V   2 Y 32 PTS,TINTE: KX   4 Y 0 PTS,,TINTE: E   27 Y 32 PTS,TINTE: V   12 Y 32 PTS,TINTE: KX   20 Y 0 PTS,
BLUE RIBBON,283A,32629b,,SOLID,MAGIC-BOOK,435X,PALETA,ACCENT,TINTE: E   1 Y 51 PTS,TINTE: V   0 Y 52 PTS,TINTE: KX   1 Y 19 PTS,,TINTE: E   7 Y 10 PTS,TINTE: V   3 Y 16 PTS,TINTE: KX   5 Y 12 PTS,,TINTE: E   35 Y 50 PTS,TINTE: V   16 Y 16 PTS,TINTE: KX   25 Y 60 PTS,
BLUE RIBBON,283A,32629b,,SOLID,MAGIC-BOOK,436X,PALETA,ACCENT,TINTE: E   1 Y 55 PTS,TINTE: V   0 Y 54 PTS,TINTE: KX   1 Y 23 PTS,,TINTE: E   7 Y 28 PTS,TINTE: V   3 Y 24 PTS,TINTE: KX   5 Y 26 PTS,,TINTE: E   37 Y 12 PTS,TINTE: V   16 Y 56 PTS,TINTE: KX   27 Y 2 PTS,
BLUE RIBBON,283A,32629b,,SOLID,MAGIC-BOOK,437X,PALETA,ACCENT,TINTE: E   2 Y 8 PTS,TINTE: V   0 Y 62 PTS,TINTE: KX   1 Y 35 PTS,,TINTE: E   8 Y 30 PTS,TINTE: V   3 Y 54 PTS,TINTE: KX   6 Y 10 PTS,,TINTE: E   42 Y 22 PTS,TINTE: V   19 Y 14 PTS,TINTE: KX   30 Y 50 PTS,
BLUE RIBBON,283A,32629b,,SOLID,MAGIC-BOOK,457X,PALETA,ACCENT,TINTE: E   1 Y 24 PTS,TINTE: V   0 Y 40 PTS,TINTE: KX   1 Y 0 PTS,,TINTE: E   5 Y 32 PTS,TINTE: V   2 Y 32 PTS,TINTE: KX   4 Y 0 PTS,,TINTE: E   27 Y 32 PTS,TINTE: V   12 Y 32 PTS,TINTE: KX   20 Y 0 PTS,
CROWN JEWEL,284A,483d8b,,SOLID,MAGIC-BOOK,355X,PALETA,ACCENT,TINTE: E   1 Y 26 PTS,TINTE: V   1 Y 6 PTS,TINTE: KX   0 Y 40 PTS,,TINTE: E   5 Y 40 PTS,TINTE: V   4 Y 24 PTS,TINTE: KX   2 Y 32 PTS,,TINTE: E   28 Y 8 PTS,TINTE: V   21 Y 56 PTS,TINTE: KX   12 Y 32 PTS,
CROWN JEWEL,284A,483d8b,,SOLID,MAGIC-BOOK,356X,PALETA,ACCENT,TINTE: E   1 Y 24 PTS,TINTE: V   1 Y 5 PTS,TINTE: KX   0 Y 39 PTS,,TINTE: E   5 Y 32 PTS,TINTE: V   4 Y 18 PTS,TINTE: KX   2 Y 28 PTS,,TINTE: E   27 Y 32 PTS,TINTE: V   21 Y 26 PTS,TINTE: KX   12 Y 12 PTS,
CROWN JEWEL,284A,483d8b,,SOLID,MAGIC-BOOK,357X,PALETA,ACCENT,TINTE: E   1 Y 8 PTS,TINTE: V   0 Y 56 PTS,TINTE: KX   0 Y 32 PTS,,TINTE: E   4 Y 32 PTS,TINTE: V   3 Y 32 PTS,TINTE: KX   2 Y 0 PTS,,TINTE: E   22 Y 32 PTS,TINTE: V   17 Y 32 PTS,TINTE: KX   10 Y 0 PTS,
CROWN JEWEL,284A,483d8b,,SOLID,MAGIC-BOOK,435X,PALETA,ACCENT,TINTE: E   1 Y 30 PTS,TINTE: V   1 Y 9 PTS,TINTE: KX   0 Y 42 PTS,,TINTE: E   5 Y 54 PTS,TINTE: V   4 Y 36 PTS,TINTE: KX   2 Y 38 PTS,,TINTE: E   29 Y 14 PTS,TINTE: V   22 Y 52 PTS,TINTE: KX   12 Y 62 PTS,
CROWN JEWEL,284A,483d8b,,SOLID,MAGIC-BOOK,436X,PALETA,ACCENT,TINTE: E   1 Y 33 PTS,TINTE: V   1 Y 12 PTS,TINTE: KX   0 Y 43 PTS,,TINTE: E   6 Y 4 PTS,TINTE: V   4 Y 46 PTS,TINTE: KX   2 Y 44 PTS,,TINTE: E   30 Y 20 PTS,TINTE: V   23 Y 38 PTS,TINTE: KX   13 Y 28 PTS,
CROWN JEWEL,284A,483d8b,,SOLID,MAGIC-BOOK,437X,PALETA,ACCENT,TINTE: E   1 Y 47 PTS,TINTE: V   1 Y 22 PTS,TINTE: KX   0 Y 50 PTS,,TINTE: E   6 Y 60 PTS,TINTE: V   5 Y 24 PTS,TINTE: KX   3 Y 6 PTS,,TINTE: E   34 Y 44 PTS,TINTE: V   26 Y 56 PTS,TINTE: KX   15 Y 30 PTS,
CROWN JEWEL,284A,483d8b,,SOLID,MAGIC-BOOK,457X,PALETA,ACCENT,TINTE: E   1 Y 8 PTS,TINTE: V   0 Y 56 PTS,TINTE: KX   0 Y 32 PTS,,TINTE: E   4 Y 32 PTS,TINTE: V   3 Y 32 PTS,TINTE: KX   2 Y 0 PTS,,TINTE: E   22 Y 32 PTS,TINTE: V   17 Y 32 PTS,TINTE: KX   10 Y 0 PTS,
NATURAL ALMOND,3011P,d9ceb5,,SOLID,MAGIC-BOOK,235X,PALETA,PASTEL,TINTE: B   0 Y 3 PTS,TINTE: C   0 Y 8 PTS,,,TINTE: B   0 Y 12 PTS,TINTE: C   0 Y 32 PTS,,,TINTE: B   0 Y 60 PTS,TINTE: C   2 Y 32 PTS,,
NATURAL ALMOND,3011P,d9ceb5,,SOLID,MAGIC-BOOK,355X,PALETA,PASTEL,TINTE: B   0 Y 4 PTS,TINTE: C   0 Y 9 PTS,,,TINTE: B   0 Y 14 PTS,TINTE: C   0 Y 34 PTS,,,TINTE: B   1 Y 6 PTS,TINTE: C   2 Y 42 PTS,,
NATURAL ALMOND,3011P,d9ceb5,,SOLID,MAGIC-BOOK,356X,PALETA,PASTEL,TINTE: B   0 Y 4 PTS,TINTE: C   0 Y 10 PTS,,,TINTE: B   0 Y 16 PTS,TINTE: C   0 Y 40 PTS,,,TINTE: B   1 Y 16 PTS,TINTE: C   3 Y 8 PTS,,
NATURAL ALMOND,3011P,d9ceb5,,SOLID,MAGIC-BOOK,357X,PALETA,PASTEL,TINTE: B   0 Y 5 PTS,TINTE: C   0 Y 12 PTS,,,TINTE: B   0 Y 18 PTS,TINTE: C   0 Y 46 PTS,,,TINTE: B   1 Y 26 PTS,TINTE: C   3 Y 38 PTS,,
NATURAL ALMOND,3011P,d9ceb5,,SOLID,MAGIC-BOOK,365X,PALETA,PASTEL,TINTE: B   0 Y 4 PTS,TINTE: C   0 Y 9 PTS,,,TINTE: B   0 Y 14 PTS,TINTE: C   0 Y 36 PTS,,,TINTE: B   1 Y 6 PTS,TINTE: C   2 Y 52 PTS,,
NATURAL ALMOND,3011P,d9ceb5,,SOLID,MAGIC-BOOK,435X,PALETA,PASTEL,TINTE: B   0 Y 5 PTS,TINTE: C   0 Y 13 PTS,,,TINTE: B   0 Y 20 PTS,TINTE: C   0 Y 52 PTS,,,TINTE: B   1 Y 36 PTS,TINTE: C   4 Y 4 PTS,,
NATURAL ALMOND,3011P,d9ceb5,,SOLID,MAGIC-BOOK,436X,PALETA,PASTEL,TINTE: B   0 Y 4 PTS,TINTE: C   0 Y 9 PTS,,,TINTE: B   0 Y 14 PTS,TINTE: C   0 Y 36 PTS,,,TINTE: B   1 Y 6 PTS,TINTE: C   2 Y 52 PTS,,
NATURAL ALMOND,3011P,d9ceb5,,SOLID,MAGIC-BOOK,437X,PALETA,PASTEL,TINTE: B   0 Y 4 PTS,TINTE: C   0 Y 9 PTS,,,TINTE: B   0 Y 14 PTS,TINTE: C   0 Y 36 PTS,,,TINTE: B   1 Y 6 PTS,TINTE: C   2 Y 52 PTS,,
NATURAL ALMOND,3011P,d9ceb5,,SOLID,MAGIC-BOOK,457X,PALETA,PASTEL,TINTE: B   0 Y 5 PTS,TINTE: C   0 Y 13 PTS,,,TINTE: B   0 Y 20 PTS,TINTE: C   0 Y 50 PTS,,,TINTE: B   1 Y 36 PTS,TINTE: C   3 Y 58 PTS,,
NATURAL ALMOND,3011P,d9ceb5,,SOLID,MAGIC-BOOK,537X,PALETA,PASTEL,TINTE: B   0 Y 2 PTS,TINTE: C   0 Y 4 PTS,,,TINTE: B   0 Y 6 PTS,TINTE: C   0 Y 16 PTS,,,TINTE: B   0 Y 30 PTS,TINTE: C   1 Y 16 PTS,,
NATURAL ALMOND,3011P,d9ceb5,,SOLID,MAGIC-BOOK,577X,PALETA,PASTEL,TINTE: B   0 Y 2 PTS,TINTE: C   0 Y 6 PTS,,,TINTE: B   0 Y 8 PTS,TINTE: C   0 Y 22 PTS,,,TINTE: B   0 Y 40 PTS,TINTE: C   1 Y 46 PTS,,
WOOD BOX,3012T,bcad8c,,SOLID,MAGIC-BOOK,235X,PALETA,TINT,TINTE: B   0 Y 11 PTS,TINTE: C   0 Y 30 PTS,,,TINTE: B   0 Y 44 PTS,TINTE: C   1 Y 56 PTS,,,TINTE: B   3 Y 28 PTS,TINTE: C   9 Y 24 PTS,,
WOOD BOX,3012T,bcad8c,,SOLID,MAGIC-BOOK,355X,PALETA,TINT,TINTE: B   0 Y 11 PTS,TINTE: C   0 Y 30 PTS,,,TINTE: B   0 Y 44 PTS,TINTE: C   1 Y 56 PTS,,,TINTE: B   3 Y 28 PTS,TINTE: C   9 Y 24 PTS,,
WOOD BOX,3012T,bcad8c,,SOLID,MAGIC-BOOK,356X,PALETA,TINT,TINTE: B   0 Y 15 PTS,TINTE: C   0 Y 40 PTS,,,TINTE: B   0 Y 58 PTS,TINTE: C   2 Y 32 PTS,,,TINTE: B   4 Y 34 PTS,TINTE: C   12 Y 32 PTS,,
WOOD BOX,3012T,bcad8c,,SOLID,MAGIC-BOOK,357X,PALETA,TINT,TINTE: B   0 Y 15 PTS,TINTE: C   0 Y 40 PTS,,,TINTE: B   0 Y 58 PTS,TINTE: C   2 Y 32 PTS,,,TINTE: B   4 Y 34 PTS,TINTE: C   12 Y 32 PTS,,
WOOD BOX,3012T,bcad8c,,SOLID,MAGIC-BOOK,365X,PALETA,TINT,TINTE: B   0 Y 11 PTS,TINTE: C   0 Y 31 PTS,,,TINTE: B   0 Y 44 PTS,TINTE: C   1 Y 58 PTS,,,TINTE: B   3 Y 28 PTS,TINTE: C   9 Y 34 PTS,,
WOOD BOX,3012T,bcad8c,,SOLID,MAGIC-BOOK,435X,PALETA,TINT,TINTE: B   0 Y 15 PTS,TINTE: C   0 Y 40 PTS,,,TINTE: B   0 Y 58 PTS,TINTE: C   2 Y 32 PTS,,,TINTE: B   4 Y 34 PTS,TINTE: C   12 Y 32 PTS,,
WOOD BOX,3012T,bcad8c,,SOLID,MAGIC-BOOK,436X,PALETA,TINT,TINTE: B   0 Y 15 PTS,TINTE: C   0 Y 40 PTS,,,TINTE: B   0 Y 58 PTS,TINTE: C   2 Y 32 PTS,,,TINTE: B   4 Y 34 PTS,TINTE: C   12 Y 32 PTS,,
WOOD BOX,3012T,bcad8c,,SOLID,MAGIC-BOOK,437X,PALETA,TINT,TINTE: B   0 Y 13 PTS,TINTE: C   0 Y 36 PTS,,,TINTE: B   0 Y 52 PTS,TINTE: C   2 Y 16 PTS,,,TINTE: B   4 Y 4 PTS,TINTE: C   11 Y 16 PTS,,
WOOD BOX,3012T,bcad8c,,SOLID,MAGIC-BOOK,457X,PALETA,TINT,TINTE: B   0 Y 14 PTS,TINTE: C   0 Y 37 PTS,,,TINTE: B   0 Y 54 PTS,TINTE: C   2 Y 20 PTS,,,TINTE: B   4 Y 14 PTS,TINTE: C   11 Y 36 PTS,,
WOOD BOX,3012T,bcad8c,,SOLID,MAGIC-BOOK,577X,PALETA,TINT,TINTE: B   0 Y 7 PTS,TINTE: C   0 Y 19 PTS,,,TINTE: B   0 Y 28 PTS,TINTE: C   1 Y 12 PTS,,,TINTE: B   2 Y 12 PTS,TINTE: C   5 Y 60 PTS,,
CRETE BARREL,3013D,93825f,,SOLID,MAGIC-BOOK,355X,PALETA,DEEP,TINTE: B   0 Y 37 PTS,TINTE: C   1 Y 34 PTS,,,TINTE: B   2 Y 18 PTS,TINTE: C   6 Y 8 PTS,,,TINTE: B   11 Y 26 PTS,TINTE: C   30 Y 40 PTS,,
CRETE BARREL,3013D,93825f,,SOLID,MAGIC-BOOK,356X,PALETA,DEEP,TINTE: B   0 Y 31 PTS,TINTE: C   1 Y 18 PTS,,,TINTE: B   1 Y 58 PTS,TINTE: C   5 Y 6 PTS,,,TINTE: B   9 Y 34 PTS,TINTE: C   25 Y 30 PTS,,
CRETE BARREL,3013D,93825f,,SOLID,MAGIC-BOOK,357X,PALETA,DEEP,TINTE: B   0 Y 31 PTS,TINTE: C   1 Y 18 PTS,,,TINTE: B   1 Y 58 PTS,TINTE: C   5 Y 6 PTS,,,TINTE: B   9 Y 34 PTS,TINTE: C   25 Y 30 PTS,,
CRETE BARREL,3013D,93825f,,SOLID,MAGIC-BOOK,435X,PALETA,DEEP,TINTE: B   0 Y 41 PTS,TINTE: C   1 Y 45 PTS,,,TINTE: B   2 Y 36 PTS,TINTE: C   6 Y 52 PTS,,,TINTE: B   12 Y 52 PTS,TINTE: C   34 Y 4 PTS,,
